PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0045_01,Mars,FALSE,F/10/P,Andromeda,21,FALSE,970,0,180,0,64,Zelowl Chmad,FALSE
0045_02,Mars,TRUE,F/10/P,Andromeda,19,FALSE,0,0,0,0,0,Mass Chmad,TRUE
0050_01,Earth,FALSE,E/1/S,Virgo,35,FALSE,790,0,0,0,0,Sony Lancis,FALSE
0051_01,Earth,FALSE,E/2/S,Andromeda,56,FALSE,0,112,0,1379,127,Vivia Johnshines,FALSE
0052_01,Earth,FALSE,G/6/S,Andromeda,24,FALSE,4,0,2,4683,0,Elaney Hubbarton,FALSE
0053_01,Earth,FALSE,F/11/S,Andromeda,25,FALSE,0,0,1938,0,1,Elson Hickerson,TRUE
0056_01,Europa,FALSE,A/1/S,Andromeda,2,FALSE,0,0,0,0,0,Okulas Tractive,TRUE
0056_02,Europa,TRUE,A/1/S,Andromeda,38,FALSE,0,0,0,0,0,Instab Tractive,TRUE
0056_03,Europa,FALSE,A/1/S,Andromeda,27,FALSE,279,605,3374,286,3,Zinoces Tractive,TRUE
0058_01,Earth,TRUE,G/7/S,Cygnus,36,FALSE,0,0,0,0,0,Warry Ayalazquez,FALSE
0061_01,Earth,FALSE,F/12/S,Andromeda,22,FALSE,45,1096,148,1377,1,Shanya Salez,FALSE
0062_01,Earth,FALSE,F/13/S,Andromeda,62,FALSE,0,592,0,17,25,Sterry Greeves,FALSE
0064_01,Mars,TRUE,F/14/S,Andromeda,15,FALSE,0,0,0,0,0,Alraium Disivering,TRUE
0064_02,Earth,TRUE,E/3/S,Andromeda,33,FALSE,0,0,0,0,0,Colatz Keen,TRUE
0066_01,Earth,FALSE,G/6/P,Andromeda,62,FALSE,1,153,197,0,460,Diandy Pecketton,FALSE
0067_01,Earth,TRUE,G/10/S,Cygnus,0,FALSE,0,0,0,0,0,Ninaha Leeves,TRUE
0067_02,Earth,FALSE,G/10/S,Andromeda,18,FALSE,1,258,446,0,0,Celine Leeves,TRUE
0067_03,Earth,FALSE,F/15/S,Virgo,21,FALSE,1946,37,0,0,24,Velyne Leeves,FALSE
0068_01,Mars,FALSE,E/4/S,Andromeda,24,FALSE,793,0,2,253,0,Cinst Binie,FALSE
0069_01,Earth,FALSE,F/16/S,Andromeda,42,FALSE,887,0,9,6,0,Alraium Disivering,TRUE
0070_01,Earth,FALSE,F/13/P,Andromeda,19,FALSE,190,0,5,1,726,Meremy Brighttt,FALSE
0071_01,Earth,FALSE,F/14/P,Andromeda,17,FALSE,16,2165,0,0,52,Nelly Dillines,FALSE
0072_01,Earth,FALSE,F/17/S,Andromeda,14,FALSE,0,1,0,0,1063,Thell Brantuarez,FALSE
0073_01,Mars,FALSE,D/3/P,Cygnus,37,FALSE,46,83,738,0,12,Gorn Make,FALSE
0074_01,Europa,FALSE,C/3/S,Andromeda,42,FALSE,1,8397,0,0,506,Aldibah Mostedry,TRUE
0076_01,Mars,FALSE,F/18/S,Andromeda,27,FALSE,147,0,1018,0,0,Conk Dal,TRUE
0077_01,Mars,FALSE,F/15/P,Andromeda,28,FALSE,14,0,1295,0,0,Pon Blit̩,TRUE
0078_01,Europa,FALSE,C/4/S,Andromeda,38,FALSE,0,5840,0,321,9654,Spuri Pokerheed,FALSE
0081_01,Earth,TRUE,G/13/S,Andromeda,13,FALSE,0,0,0,0,0,Dellie Vinozarks,FALSE
0082_01,Mars,FALSE,F/16/P,Andromeda,42,FALSE,7406,0,0,0,0,Totse Datte,FALSE
0082_02,Mars,TRUE,F/16/P,Andromeda,2,FALSE,0,0,0,0,0,Eaturs Datte,TRUE
0082_03,Mars,FALSE,F/16/P,Andromeda,8,FALSE,0,0,0,0,0,Alraium Disivering,TRUE
0084_01,Earth,FALSE,G/14/S,Andromeda,24,FALSE,688,0,0,0,17,Coren Coopezmaney,TRUE
0085_01,Europa,TRUE,C/5/S,Andromeda,40,FALSE,0,0,0,0,0,Furudah Ellcefulve,TRUE
0086_01,Earth,FALSE,F/17/P,Andromeda,43,FALSE,211,0,0,638,513,Jodye Kinson,FALSE
0088_01,Mars,TRUE,E/5/S,Cygnus,45,FALSE,0,0,0,0,0,Stmeal Sacre,TRUE
0090_01,Earth,TRUE,G/15/S,Andromeda,35,FALSE,0,0,0,0,0,Heremy Santry,TRUE
0091_01,Earth,TRUE,G/16/S,Andromeda,26,FALSE,0,0,0,0,0,Deanne Yorkland,TRUE
0091_02,Earth,FALSE,F/20/S,Andromeda,27,FALSE,1,697,31,188,0,Tinez Yorkland,FALSE
0092_01,Earth,FALSE,G/9/P,Andromeda,19,FALSE,0,0,670,1,34,Gracy Dunnisey,FALSE
0092_02,Earth,TRUE,G/9/P,Andromeda,0,FALSE,0,0,0,0,0,Stald Hewson,TRUE
0092_03,Earth,TRUE,G/9/P,Andromeda,3,FALSE,0,0,0,0,0,Tiney Hewson,TRUE
0097_01,Europa,FALSE,A/2/S,Andromeda,54,FALSE,0,1208,0,3,637,Alchium Fictful,FALSE
0098_01,Earth,FALSE,G/11/P,Andromeda,26,FALSE,0,856,5,32,0,Doria Carezquez,FALSE
0098_02,Earth,FALSE,G/11/P,Andromeda,26,FALSE,0,2811,957,0,87,Leence Carezquez,TRUE
0099_01,Earth,FALSE,F/19/P,Cygnus,23,FALSE,311,427,526,37,0,Aliey Leetersoney,FALSE
0099_02,Earth,FALSE,G/12/P,Andromeda,2,FALSE,0,0,0,0,0,Thewis Connelson,TRUE
0101_01,Mars,TRUE,G/734/S,Andromeda,31,FALSE,0,0,0,0,0,Book Trad,TRUE
0102_01,Earth,FALSE,F/23/S,Andromeda,18,FALSE,0,0,0,830,91,Ritany Holson,FALSE
0103_01,Earth,FALSE,F/24/S,Andromeda,24,FALSE,0,0,0,0,17,Arlen Mclainez,TRUE
0103_02,Earth,TRUE,G/18/S,Virgo,9,FALSE,0,0,0,0,0,Shaele Mclainez,TRUE
0103_03,Earth,TRUE,G/18/S,Andromeda,6,FALSE,0,0,0,0,0,Fanne Mclainez,FALSE
0105_01,Earth,FALSE,F/21/P,Andromeda,27,FALSE,0,0,570,2,131,Carry Cleachrand,FALSE
0107_01,Mars,FALSE,D/2/S,Andromeda,21,FALSE,1743,5,17,0,0,Coobix Hart,FALSE
0108_01,Earth,TRUE,G/19/S,Andromeda,23,FALSE,0,0,0,0,0,Natald Handertiz,FALSE
0108_02,Earth,FALSE,G/19/S,Andromeda,31,FALSE,562,0,326,0,0,Alraium Disivering,FALSE
0108_03,Earth,FALSE,G/19/S,Andromeda,0,FALSE,0,0,0,0,0,Oline Handertiz,TRUE
0110_01,Europa,FALSE,G/734/S,Andromeda,32,FALSE,0,410,6,3929,764,Graviph Aloubtled,FALSE
0110_02,Europa,FALSE,B/5/P,Andromeda,40,FALSE,0,331,0,0,1687,Aldeba Bootious,FALSE
0110_03,Europa,FALSE,B/5/P,Andromeda,42,FALSE,2209,11418,0,1868,445,Alaratz Aloubtled,TRUE
0110_04,Europa,TRUE,B/5/P,Andromeda,28,FALSE,0,0,0,0,0,Izark Aloubtled,TRUE
0111_01,Europa,TRUE,E/6/S,Andromeda,29,FALSE,0,0,0,0,0,Aldera Supred,TRUE
0112_01,Europa,FALSE,B/1/S,Virgo,48,TRUE,0,2537,87,17,13,Moth Cowtale,TRUE
0113_01,Earth,FALSE,F/23/P,Andromeda,64,FALSE,0,0,804,0,0,Idary Carvis,TRUE
0114_01,Earth,FALSE,G/20/S,Andromeda,27,FALSE,82,157,429,238,1,Maura Beckerson,FALSE
0115_01,Mars,FALSE,F/24/P,Andromeda,26,FALSE,0,0,0,0,0,Rohs Pead,TRUE
0116_01,Europa,FALSE,D/4/P,Andromeda,33,FALSE,1,2223,0,12,404,Alhenah Suptive,TRUE
0119_01,Earth,FALSE,A/0/P,Andromeda,39,FALSE,0,2344,0,65,6898,Batan Coning,FALSE
0119_02,Europa,TRUE,A/0/P,Andromeda,13,FALSE,0,0,0,0,0,Kleeiak Coning,TRUE
0120_01,Mars,TRUE,F/25/P,Andromeda,24,FALSE,0,0,0,0,0,Bees Sacre,TRUE
0122_01,Earth,FALSE,G/21/S,Andromeda,29,FALSE,0,0,0,699,74,Shelle Hayder,FALSE
0123_01,Earth,FALSE,F/27/P,Andromeda,18,FALSE,55,597,49,0,1,Iree Fielson,FALSE
0126_01,Mars,TRUE,F/27/S,Andromeda,67,FALSE,0,0,0,0,0,Milly Mish,TRUE
0127_01,Mars,FALSE,E/7/S,Andromeda,35,FALSE,701,0,296,0,25,Miloss Mesty,FALSE
0128_01,Mars,FALSE,D/3/S,Andromeda,61,TRUE,2353,334,9,316,2,Grohs Fles,FALSE
0128_02,Mars,FALSE,E/8/S,Andromeda,45,FALSE,2103,6,0,0,0,Barave Fles,FALSE
0129_01,Earth,TRUE,G/22/S,Cygnus,22,FALSE,0,0,0,0,0,Race Fowles,TRUE
0133_01,Mars,TRUE,F/29/S,Andromeda,19,FALSE,0,0,0,0,0,Flynx Blie,TRUE
0133_02,Mars,FALSE,D/5/S,Andromeda,36,FALSE,2738,0,0,0,0,Egrasp Blie,FALSE
0134_01,Earth,FALSE,G/17/P,Andromeda,19,FALSE,0,14,730,0,0,Camina Harmontry,TRUE
0136_01,Earth,FALSE,G/23/S,Cygnus,47,FALSE,97,418,126,25,55,Alraium Disivering,FALSE
0138_01,Earth,TRUE,G/18/P,Andromeda,13,FALSE,0,0,0,0,0,Fayene Gambs,TRUE
0138_02,Earth,FALSE,E/5/P,Andromeda,34,FALSE,0,22,0,564,207,Monah Gambs,FALSE
0139_01,Europa,TRUE,C/6/S,Virgo,35,FALSE,0,0,0,0,0,Charda Myling,TRUE
0140_01,Earth,TRUE,G/19/P,Andromeda,24,FALSE,0,0,0,0,0,Evaley Mejiaddox,TRUE
0140_02,Earth,FALSE,F/29/P,Andromeda,26,FALSE,440,0,0,0,462,Verney Whitakers,FALSE
0141_01,Mars,FALSE,F/30/P,Andromeda,31,FALSE,0,0,97,0,0,Pyrohs Harte,FALSE
0144_01,Earth,FALSE,F/31/S,Andromeda,20,FALSE,0,420,210,0,0,Guadae Dayers,TRUE
0146_01,Earth,FALSE,G/25/S,Andromeda,56,FALSE,0,0,0,0,0,Verly Wolferguson,FALSE
0147_01,Earth,TRUE,G/26/S,Andromeda,50,FALSE,0,0,0,0,0,Samie Hubbarrison,TRUE
0148_01,Mars,FALSE,F/31/P,Andromeda,42,FALSE,1072,0,10,0,76,Corsh Pashe,FALSE
0149_01,Earth,TRUE,G/27/S,Virgo,24,FALSE,0,0,0,0,0,Billya Hubbarrison,TRUE
0151_01,Earth,TRUE,G/20/P,Virgo,38,FALSE,0,0,0,0,0,Shanie Simson,FALSE
0152_01,Earth,FALSE,F/32/P,Andromeda,41,FALSE,0,0,0,0,607,Andan Estron,FALSE
0160_01,Earth,FALSE,G/22/P,Andromeda,22,FALSE,4119,0,0,0,61,Gory Atkinney,FALSE
0163_01,Europa,TRUE,B/8/P,Andromeda,26,FALSE,0,0,0,0,0,Kabiton Hetforhaft,TRUE
0163_02,Europa,TRUE,B/8/P,Andromeda,17,FALSE,0,0,0,0,0,Scharab Hetforhaft,TRUE
0164_01,Earth,FALSE,G/28/S,Andromeda,57,FALSE,50,1688,0,0,135,Fany Hutchinton,TRUE
0164_02,Earth,TRUE,G/28/S,Cygnus,17,FALSE,0,0,0,0,0,Ianya Hutchinton,FALSE
0165_01,Mars,TRUE,F/37/P,Andromeda,35,FALSE,0,0,0,0,0,Graven Anche,TRUE
0167_01,Mars,TRUE,F/35/S,Andromeda,13,FALSE,0,0,0,0,0,Miten Floaf,TRUE
0167_02,Mars,FALSE,F/35/S,Andromeda,27,FALSE,1365,0,48,22,137,Rios Floaf,FALSE
0169_01,Earth,TRUE,G/23/P,Andromeda,31,FALSE,0,0,0,0,0,Wandy Fisherry,FALSE
0170_01,Earth,FALSE,E/10/S,Andromeda,24,FALSE,0,0,0,221,567,Mollie Mcmahoney,FALSE
0171_01,Earth,TRUE,G/30/S,Cygnus,19,FALSE,0,0,0,0,0,Coracy Gordanieves,TRUE
0172_01,Earth,TRUE,G/24/P,Andromeda,32,FALSE,0,0,0,0,0,Hanna Johnshines,TRUE
0173_01,Earth,FALSE,E/11/S,Andromeda,58,FALSE,0,985,0,5,0,Hilip Grifford,TRUE
0174_01,Earth,FALSE,F/38/P,Virgo,21,FALSE,287,0,16,115,175,Doryn Lambles,FALSE
0177_01,Europa,FALSE,B/2/S,Andromeda,38,FALSE,0,10346,1,14970,2111,Toperon Iniouser,FALSE
0178_01,Mars,FALSE,D/6/S,Andromeda,38,FALSE,3414,0,161,28,119,Wees Knik,FALSE
0179_01,Earth,FALSE,G/26/P,Andromeda,19,FALSE,1,219,673,2,11,Elaney Webstephrey,TRUE
0179_02,Earth,FALSE,G/26/P,Andromeda,0,FALSE,0,0,0,0,0,Raque Webstephrey,FALSE
0179_03,Earth,FALSE,G/26/P,Andromeda,3,FALSE,0,0,0,0,0,Sallyl Webstephrey,TRUE
0181_01,Earth,FALSE,G/27/P,Andromeda,20,FALSE,0,0,3,299,92,Nancis Brighttt,FALSE
0182_01,Europa,TRUE,C/3/P,Andromeda,24,FALSE,0,0,0,0,0,Ksorab Disight,TRUE
0183_01,Earth,FALSE,F/36/S,Andromeda,37,FALSE,17,146,426,0,232,Stany Weaves,TRUE
0186_01,Earth,FALSE,G/28/P,Andromeda,25,FALSE,62,0,0,0,956,Camiet Shephendry,FALSE
0188_01,Earth,TRUE,G/31/S,Andromeda,56,FALSE,0,0,0,0,0,Branda Romez,TRUE
0189_01,Earth,FALSE,E/8/P,Virgo,49,FALSE,84,3,401,202,98,Helly Booters,FALSE
0190_01,Earth,TRUE,G/32/S,Virgo,11,FALSE,0,0,0,0,0,Alraium Disivering,FALSE
0192_01,Earth,TRUE,G/29/P,Andromeda,1,FALSE,0,0,0,0,0,Tance Adavisons,TRUE
0192_02,Earth,FALSE,G/29/P,Andromeda,8,FALSE,0,0,0,0,0,Robyny Adavisons,FALSE
0192_03,Earth,FALSE,G/29/P,Andromeda,39,FALSE,0,0,10,898,0,Lilace Adavisons,FALSE
0193_01,Mars,TRUE,F/41/P,Andromeda,2,FALSE,0,0,0,0,0,Sps Raf,TRUE
0193_02,Mars,FALSE,F/41/P,Andromeda,23,FALSE,0,0,8,1072,0,Frook Raf,FALSE
0193_03,Mars,FALSE,F/41/P,Andromeda,0,FALSE,0,0,0,0,0,Goles Raf,TRUE
0195_01,Mars,FALSE,F/42/P,Andromeda,39,FALSE,406,0,867,0,0,Bar Floaf,TRUE
0196_01,Mars,FALSE,D/5/P,Cygnus,25,FALSE,1052,0,719,0,7,Caper Emead,FALSE
0197_01,Europa,FALSE,C/5/P,Andromeda,36,FALSE,0,972,0,795,575,Astrak Dissper,FALSE
0198_01,Earth,FALSE,G/30/P,Cygnus,52,FALSE,0,0,0,0,0,Jeroy Cookson,TRUE
0199_01,Earth,TRUE,G/33/S,Andromeda,18,FALSE,0,0,0,0,0,Regana Morrows,FALSE
0200_01,Earth,TRUE,G/31/P,Andromeda,15,FALSE,0,0,0,0,0,Elia Colomonson,TRUE
0201_01,Europa,TRUE,B/3/S,Andromeda,35,FALSE,0,0,0,0,0,Kaffias Bacistion,TRUE
0201_02,Europa,TRUE,B/3/S,Andromeda,47,FALSE,0,0,0,0,0,Edaruma Bacistion,TRUE
0202_01,Europa,TRUE,B/9/P,Virgo,45,FALSE,0,0,0,0,0,Pomera Embleng,TRUE
0202_02,Europa,FALSE,A/2/P,Virgo,24,FALSE,0,2433,0,878,443,Vegas Embleng,TRUE
0203_01,Europa,TRUE,C/8/S,Andromeda,51,FALSE,0,0,0,0,0,Ancham Heateele,TRUE
0205_01,Earth,FALSE,G/34/S,Andromeda,29,FALSE,0,2,66,0,705,Carma Oneiles,FALSE
0206_01,Europa,FALSE,C/9/S,Virgo,24,FALSE,2,1720,12,1125,122,Nuson Brugashed,TRUE
0207_01,Earth,TRUE,G/32/P,Cygnus,19,FALSE,0,0,0,0,0,Thony Mcfaddennon,FALSE
0210_01,Earth,TRUE,D/6/P,Virgo,24,FALSE,0,0,0,0,0,Arraid Inicont,TRUE
0211_01,Mars,FALSE,F/44/P,Andromeda,29,FALSE,902,1,137,0,0,Pebuts Appie,TRUE
0211_02,Mars,TRUE,F/44/P,Andromeda,11,FALSE,0,0,0,0,0,Corsh Appie,TRUE
0211_03,Mars,FALSE,F/44/P,Andromeda,17,FALSE,848,0,307,182,0,Picers Date,FALSE
0212_01,Earth,FALSE,E/9/P,Andromeda,13,FALSE,192,0,0,51,739,Inen Workmans,FALSE
0212_02,Earth,FALSE,F/45/P,Andromeda,35,FALSE,147,188,0,10,387,Shally Workmans,FALSE
0213_01,Earth,FALSE,F/46/P,Andromeda,21,FALSE,367,281,0,0,146,Carita Navages,FALSE
0216_01,Earth,FALSE,F/40/S,Virgo,21,FALSE,0,56,0,0,1918,Searla Garnes,FALSE
0217_01,Earth,FALSE,F/47/P,Andromeda,38,FALSE,1517,0,0,27,0,Prilly Shieldson,FALSE
0219_01,Earth,TRUE,G/36/P,Andromeda,19,FALSE,0,0,0,0,0,Nica River,TRUE
0220_01,Earth,TRUE,G/37/P,Andromeda,2,FALSE,0,0,0,0,0,Tyle Wilsoney,TRUE
0220_02,Earth,FALSE,G/37/P,Andromeda,0,FALSE,0,0,0,0,0,Wena Wilsoney,TRUE
0220_03,Earth,TRUE,G/37/P,Andromeda,13,FALSE,0,0,0,0,0,Branca Wilsoney,FALSE
0220_04,Earth,FALSE,E/10/P,Andromeda,25,FALSE,122,84,0,0,0,Dont Wilsoney,FALSE
0220_05,Earth,FALSE,F/48/P,Andromeda,16,FALSE,0,3,0,0,1099,Velyne Wilsoney,FALSE
0220_06,Earth,FALSE,G/37/P,Virgo,1,FALSE,0,0,0,0,0,Weney Wilsoney,FALSE
0220_07,Earth,TRUE,G/37/P,Andromeda,15,FALSE,0,0,0,0,0,Guye Wilsoney,TRUE
0221_01,Mars,FALSE,E/13/S,Virgo,21,FALSE,2237,0,119,0,0,Cowhex Blan,FALSE
0221_02,Mars,FALSE,E/13/S,Andromeda,23,FALSE,1215,80,1,2,0,Yogark Reke,FALSE
0221_03,Mars,FALSE,E/13/S,Andromeda,33,FALSE,1933,12,188,1,0,Jacks Reke,FALSE
0221_04,Mars,TRUE,E/13/S,Andromeda,21,FALSE,0,0,0,0,0,Eerch Reke,TRUE
0221_05,Mars,FALSE,E/13/S,Andromeda,41,FALSE,1230,0,301,43,1023,Panbug Reke,FALSE
0221_06,Mars,FALSE,E/13/S,Andromeda,16,FALSE,915,0,221,234,0,Gran Reke,FALSE
0221_07,Mars,TRUE,E/13/S,Andromeda,42,FALSE,0,0,0,0,0,Rohs Reke,FALSE
0222_01,Mars,FALSE,F/41/S,Andromeda,20,FALSE,1406,0,0,11,0,Gone Perte,FALSE
0222_02,Mars,TRUE,F/41/S,Andromeda,24,FALSE,0,0,0,0,0,Colf Deva,TRUE
0222_03,Mars,TRUE,E/14/S,Andromeda,16,FALSE,0,0,0,0,0,Grake Perte,TRUE
0223_01,Earth,FALSE,G/35/S,Andromeda,21,FALSE,0,2,665,0,9,Evan Sykess,FALSE
0224_01,Mars,FALSE,F/42/S,Andromeda,32,TRUE,181,0,5,1634,0,Blues Queen,FALSE
0225_01,Earth,TRUE,G/38/P,Cygnus,58,FALSE,0,0,0,0,0,Carly Hortis,TRUE
0229_01,Earth,FALSE,F/43/S,Andromeda,24,FALSE,4,7,0,713,79,Done Sellahaney,FALSE
0231_01,Mars,FALSE,F/44/S,Andromeda,30,FALSE,85,0,1,1720,0,Krus Nate,FALSE
0232_01,Earth,TRUE,G/36/S,Cygnus,27,FALSE,0,0,0,0,0,Nica Bakerrison,FALSE
0233_01,Mars,FALSE,F/45/S,Andromeda,32,FALSE,56,0,256,1438,0,Teda Wist,FALSE
0234_01,Earth,FALSE,F/50/P,Andromeda,43,FALSE,0,888,0,0,0,Keitha Josey,FALSE
0237_01,Europa,TRUE,B/11/P,Andromeda,42,FALSE,0,0,0,0,0,Weias Aginge,TRUE
0239_01,Mars,FALSE,G/734/S,Andromeda,37,FALSE,637,0,0,92,319,Diedow Resty,FALSE
0240_01,Mars,TRUE,F/52/P,Andromeda,35,FALSE,0,0,0,0,0,Puffes Crie,TRUE
0241_01,Europa,FALSE,E/11/P,Virgo,33,FALSE,0,1249,0,4812,1116,Alas Dischod,FALSE
0242_01,Earth,FALSE,F/46/S,Andromeda,18,FALSE,313,1,691,283,0,Almone St̩,FALSE
0243_01,Earth,TRUE,G/37/S,Andromeda,21,FALSE,0,0,0,0,0,Lilace Cartyernan,FALSE
0244_01,Mars,TRUE,G/734/S,Andromeda,43,FALSE,0,0,0,0,0,Froos Sad,TRUE
0244_02,Mars,TRUE,F/47/S,Virgo,14,FALSE,0,0,0,0,0,Tous Sad,TRUE
0245_01,Europa,FALSE,C/6/P,Virgo,46,FALSE,0,3571,0,0,7,Glueba Repumparte,TRUE
0245_02,Europa,FALSE,C/6/P,Andromeda,33,FALSE,0,86,796,584,10912,Anchib Repumparte,FALSE
0246_01,Mars,FALSE,D/8/P,Andromeda,21,FALSE,2947,0,287,27,0,Mele Sesa,FALSE
0248_01,Europa,FALSE,C/10/S,Andromeda,33,FALSE,0,1,0,8620,1063,Genifi Spanxibus,FALSE
0250_01,Earth,TRUE,G/38/S,Cygnus,47,FALSE,0,0,0,0,0,Camily Kramosley,FALSE
0251_01,Earth,TRUE,C/11/S,Virgo,54,FALSE,0,0,0,0,0,Diphah Amsive,TRUE
0252_01,Earth,FALSE,F/53/P,Andromeda,30,FALSE,335,695,541,0,0,Leenny Byerry,FALSE
0253_01,Earth,FALSE,G/42/P,Andromeda,29,FALSE,272,615,0,0,1,Dawne Cardner,FALSE
0254_01,Earth,FALSE,F/54/P,Andromeda,21,FALSE,702,172,408,2,6,Race Stenson,TRUE
0255_01,Europa,TRUE,A/3/S,Andromeda,24,FALSE,0,0,0,0,0,Ashir Mingious,TRUE
0257_01,Mars,FALSE,F/49/S,Virgo,21,FALSE,1664,0,0,0,0,Errohs Berte,FALSE
0257_02,Mars,TRUE,F/49/S,Andromeda,60,FALSE,0,0,0,0,0,Squars Berte,TRUE
0258_01,Earth,FALSE,F/50/S,Andromeda,22,FALSE,0,0,313,299,92,Feryla Cooperkins,FALSE
